BranchesFrom	Vessel	VesselType	BodyPart	Sex	Anastomoses	ForBranchesSee	MergedVessel	CoordX	CoordY	BranchSequence	CellType	CellTypeLabel	CellTypeID	Biomarkers	BiomarkersLabel	BiomarkersID	ReferenceURL	Reference	ReferenceDOI	UBERON	FMA	BodyPartUberon	UBERONLabel	FMALabel	PathFromHeart
axillary vein	circumflex humeral vein	vein	shoulder				0			6	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Axillary_vein	https://en.wikipedia.org/wiki/Axillary_vein				UBERON:0001467			right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;circumflex humeral vein
axillary vein	lateral thoracic vein	vein	shoulder				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Lateral_thoracic_vein	https://en.wikipedia.org/wiki/Lateral_thoracic_vein		UBERON:0002088	fma71210	UBERON:0001467	lateral thoracic vein	Lateral thoracic vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;lateral thoracic vein
axillary vein	subscapular vein	vein	shoulder				0			4	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Axillary_vein	https://en.wikipedia.org/wiki/Axillary_vein		UBERON:0001420	fma23113	UBERON:0001467	subscapular vein	Subscapular vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;subscapular vein
axillary vein	thoracoacromial vein	vein	shoulder				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Axillary_vein	https://en.wikipedia.org/wiki/Axillary_vein			fma23058	UBERON:0001467		Thoraco-acromial vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;thoracoacromial vein
axillary vein	thoracodorsal vein	vein	shoulder				0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	http://purl.obolibrary.org/obo/UBERON_0002089	http://purl.obolibrary.org/obo/UBERON_0002089		UBERON:0002089	fma71213	UBERON:0001467	thoracodorsal vein	Thoracodorsal vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;thoracodorsal vein
subclavian vein	external jugular vein	vein	neck				0	-45	110	1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/External_jugular_vein	https://en.wikipedia.org/wiki/External_jugular_vein		UBERON:0001101	fma13110	UBERON:0000974	external jugular vein	External jugular vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;external jugular vein
external jugular vein	anterior jugular vein	vein	neck				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Anterior_jugular_vein	https://en.wikipedia.org/wiki/Anterior_jugular_vein		UBERON:0001104	fma13318	UBERON:0000974	anterior jugular vein	Anterior jugular vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;external jugular vein;anterior jugular vein
anterior jugular vein	jugular venous arch	vein	neck		anterior jugular vein (other side)		0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Anterior_jugular_vein	https://en.wikipedia.org/wiki/Anterior_jugular_vein			fma50855	UBERON:0000974		Jugular venous arch	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;external jugular vein;anterior jugular vein;jugular venous arch
anterior jugular vein	small thyroid vein	vein	thyroid gland				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Anterior_jugular_vein	https://en.wikipedia.org/wiki/Anterior_jugular_vein				UBERON:0002046			right atrium;superior vena cava;brachiocephalic vein;subclavian vein;external jugular vein;anterior jugular vein;small thyroid vein
anterior jugular vein	superficial submandibular vein	vein	face				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.kenhub.com/en/library/anatomy/anterior-jugular-vein	https://www.kenhub.com/en/library/anatomy/anterior-jugular-vein				UBERON:0001456			right atrium;superior vena cava;brachiocephalic vein;subclavian vein;external jugular vein;anterior jugular vein;superficial submandibular vein
external jugular vein	posterior auricular vein	vein	head				0			4	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Posterior_auricular_vein	https://en.wikipedia.org/wiki/Posterior_auricular_vein		UBERON:0006199	fma50851	UBERON:0000033	posterior auricular vein	Posterior auricular vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;external jugular vein;posterior auricular vein
external jugular vein	posterior branch of retromandibular vein	vein	head				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Retromandibular_vein	https://en.wikipedia.org/wiki/Retromandibular_vein				UBERON:0000033			right atrium;superior vena cava;brachiocephalic vein;subclavian vein;external jugular vein;posterior branch of retromandibular vein
posterior branch of retromandibular vein	retromandibular vein #2	vein	head				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Retromandibular_vein	https://en.wikipedia.org/wiki/Retromandibular_vein		UBERON:0001656	FMA50928	UBERON:0000033	retromandibular vein	Retromandibular vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;external jugular vein;posterior branch of retromandibular vein;retromandibular vein #2
external jugular vein	posterior external jugular vein	vein	neck				0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Posterior_external_jugular_vein	https://en.wikipedia.org/wiki/Posterior_external_jugular_vein		UBERON:0035249	fma14318	UBERON:0000974	posterior external jugular vein	Posterior external jugular vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;external jugular vein;posterior external jugular vein
external jugular vein	suprascapular vein	vein	neck				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Suprascapular_vein	https://en.wikipedia.org/wiki/Suprascapular_vein			fma14319	UBERON:0000974		Suprascapular vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;external jugular vein;suprascapular vein
external jugular vein	transverse cervical vein	vein	neck				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Transverse_cervical_veins	https://en.wikipedia.org/wiki/Transverse_cervical_veins			fma50858	UBERON:0000974		Transverse cervical vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;external jugular vein;transverse cervical vein
brachiocephalic vein	supreme intercostal vein	vein	thoracic wall				0	-40	70	5	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Supreme_intercostal_vein	https://en.wikipedia.org/wiki/Supreme_intercostal_vein			fma4744	UBERON:0016403		First posterior intercostal vein	right atrium;superior vena cava;brachiocephalic vein;supreme intercostal vein
brachiocephalic vein	vertebral vein	vein	spinal cord				0	-15	110	4	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Vertebral_vein	https://en.wikipedia.org/wiki/Vertebral_vein		UBERON:0001588	fma4727	UBERON:0002240	vertebral vein	Vertebral vein	right atrium;superior vena cava;brachiocephalic vein;vertebral vein
vertebral vein	accessory vertebral vein	vein	spinal cord				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.imaios.com/en/e-Anatomy/Anatomical-Parts/Accessory-vertebral-vein	https://www.imaios.com/en/e-Anatomy/Anatomical-Parts/Accessory-vertebral-vein			fma14290	UBERON:0002240		Accessory vertebral vein	right atrium;superior vena cava;brachiocephalic vein;vertebral vein;accessory vertebral vein
vertebral vein	anterior external vertebral venous plexus #3	vein	spinal cord				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/External_vertebral_venous_plexuses	https://en.wikipedia.org/wiki/External_vertebral_venous_plexuses			fma10787	UBERON:0002240		Anterior external vertebral venous plexus	right atrium;superior vena cava;brachiocephalic vein;vertebral vein;anterior external vertebral venous plexus #3
vertebral vein	anterior vertebral vein	vein	spinal cord				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.imaios.com/en/e-Anatomy/Anatomical-Parts/Anterior-vertebral-vein	https://www.imaios.com/en/e-Anatomy/Anatomical-Parts/Anterior-vertebral-vein			fma14296	UBERON:0002240		Anterior vertebral vein	right atrium;superior vena cava;brachiocephalic vein;vertebral vein;anterior vertebral vein
vertebral vein	deep cervical vein	vein	neck				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Deep_cervical_vein	https://en.wikipedia.org/wiki/Deep_cervical_vein			fma4746	UBERON:0000974		Deep cervical vein	right atrium;superior vena cava;brachiocephalic vein;vertebral vein;deep cervical vein
deep cervical vein	suboccipital venous plexus	vein	spinal cord				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://doi.org/10.1227/01.neu.0000303217.53607.d9	Cassius V.C. Reis, M.D., Vivek Deshmukh, M.D., Joseph M. Zabramski, M.D., Marcelo Crusius, M.D., Pushpa Desmukh, Ph.D., Robert F. Spetzler, M.D., Mark C. Preul, M.D., Anatomy of the Mastoid Emissary Vein and Venous System of the Posterior Neck Region: Neurosurgical Implications, Operative Neurosurgery, Volume 61, Issue suppl_5, November 2007, Pages ONS193–ONS201.	10.1227/01.neu.0000303217.53607.d9		fma50803	UBERON:0002240		Suboccipital venous plexus	right atrium;superior vena cava;brachiocephalic vein;vertebral vein;deep cervical vein;suboccipital venous plexus
suboccipital venous plexus	occipital vein	vein	head				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Occipital_vein	https://en.wikipedia.org/wiki/Occipital_vein			fma50802	UBERON:0000033		Occipital vein	right atrium;superior vena cava;brachiocephalic vein;vertebral vein;deep cervical vein;suboccipital venous plexus;occipital vein
vertebral vein	intervertebral vein #3	vein	spinal cord				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/vertebral-venous-plexus-1	https://radiopaedia.org/articles/vertebral-venous-plexus-1			fma76736	UBERON:0002240		Intervertebral vein	right atrium;superior vena cava;brachiocephalic vein;vertebral vein;intervertebral vein #3
vertebral vein	posterior external vertebral venous plexus #3	vein	spinal cord				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/External_vertebral_venous_plexuses	https://en.wikipedia.org/wiki/External_vertebral_venous_plexuses			fma12852	UBERON:0002240		Posterior external vertebral venous plexus	right atrium;superior vena cava;brachiocephalic vein;vertebral vein;posterior external vertebral venous plexus #3
superior vena cava	left brachiocephalic vein	vein	thoracic cavity			brachiocephalic vein	0	-25	60	3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Brachiocephalic_vein	https://en.wikipedia.org/wiki/Brachiocephalic_vein			fma4761	UBERON:0002224		Left brachiocephalic vein	right atrium;superior vena cava;left brachiocephalic vein
left brachiocephalic vein	left superior intercostal vein	vein	thoracic wall			superior intercostal vein	0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_intercostal_vein	https://en.wikipedia.org/wiki/Superior_intercostal_vein		UBERON:0012195	fma4797	UBERON:0016403	left superior intercostal vein	Left superior intercostal vein	right atrium;superior vena cava;left brachiocephalic vein;left superior intercostal vein
left superior intercostal vein	left posterior intercostal vein 2	vein	thoracic wall			posterior intercostal vein	0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Posterior_intercostal_veins	https://en.wikipedia.org/wiki/Posterior_intercostal_veins			fma4799	UBERON:0016403		Left second posterior intercostal vein	right atrium;superior vena cava;left brachiocephalic vein;left superior intercostal vein;left posterior intercostal vein 2
left superior intercostal vein	left posterior intercostal vein 3	vein	thoracic wall			posterior intercostal vein	0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Posterior_intercostal_veins	https://en.wikipedia.org/wiki/Posterior_intercostal_veins			fma4800	UBERON:0016403		Left third posterior intercostal vein	right atrium;superior vena cava;left brachiocephalic vein;left superior intercostal vein;left posterior intercostal vein 3
left brachiocephalic vein	thymic vein	vein	thymus				0	-40	80	1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Thymic_veins	https://en.wikipedia.org/wiki/Thymic_veins		UBERON:0001591	fma4747	UBERON:0002370	thymic vein	Thymic vein	right atrium;superior vena cava;left brachiocephalic vein;thymic vein
superior vena cava	right brachiocephalic vein	vein	thoracic cavity			brachiocephalic vein	0	-35	60	2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Brachiocephalic_vein	https://en.wikipedia.org/wiki/Brachiocephalic_vein			fma4751	UBERON:0002224		Right brachiocephalic vein	right atrium;superior vena cava;right brachiocephalic vein
right ventricle	right ventricle	heart chamber	heart chamber				0	-10	-10	999	cardiac endothelial cell	cardiac endothelial cell	CL:0010008	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Heart	https://en.wikipedia.org/wiki/Heart		UBERON:0002080	fma7098	UBERON:0004151	heart right ventricle	Right ventricle	right ventricle
right ventricle	pulmonary trunk	artery	lung				0	0	-30	1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Pulmonary_artery	https://en.wikipedia.org/wiki/Pulmonary_artery		UBERON:0002333	fma8612	UBERON:0002048	pulmonary trunk	Pulmonary trunk	right ventricle;pulmonary trunk
pulmonary trunk	left pulmonary artery	artery	lung				0	10	-40	2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6039811/	Kandathil A, Chamarthy M. Pulmonary vascular anatomy & anatomical variants. Cardiovasc Diagn Ther. 2018 Jun;8(3):201-207.	10.21037/cdt.2018.01.04	UBERON:0001652	fma50873	UBERON:0002048	left pulmonary artery	Left pulmonary artery	right ventricle;pulmonary trunk;left pulmonary artery
left pulmonary artery	anterior segmental artery of left lung	artery	lung			segmental pulmonary artery	0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6039811/	Kandathil A, Chamarthy M. Pulmonary vascular anatomy & anatomical variants. Cardiovasc Diagn Ther. 2018 Jun;8(3):201-207.	10.21037/cdt.2018.01.04		fma13279	UBERON:0002048		Left anterior segmental artery	right ventricle;pulmonary trunk;left pulmonary artery;anterior segmental artery of left lung
left pulmonary artery	apicoposterior segmental artery of left lung	artery	lung			segmental pulmonary artery	0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6039811/	Kandathil A, Chamarthy M. Pulmonary vascular anatomy & anatomical variants. Cardiovasc Diagn Ther. 2018 Jun;8(3):201-207.	10.21037/cdt.2018.01.04		fma13281	UBERON:0002048		Apicoposterior segmental artery	right ventricle;pulmonary trunk;left pulmonary artery;apicoposterior segmental artery of left lung
